occurrence_id,decision_id,record_kind,source_term_or_construction,chosen_rendering,confidence,provisional,review_priority,please_double_check_question,unit_id,semantic_unit_id,part,chapter,section,source_path,source_line_start,source_line_end,source_byte_start,source_byte_end_exclusive,target_path,target_line_start,target_line_end,target_byte_start,target_byte_end_exclusive,target_printed_pages,reader_status,reader_artifact,reader_artifact_sha256,reader_profile,reader_printed_page,reader_assembled_pdf_page
pnb-Arab-PK:PNB-T024:OLP-0024-B017,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0024,OLP-0024-B017,sets-functions-relations,functions,inverses,upstream/content/sets-functions-relations/functions/inverses.tex,116,119,4870,4978,translation/content/sets-functions-relations/functions/inverses.tex,124,127,7124,7254,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0024-B018,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0024,OLP-0024-B018,sets-functions-relations,functions,inverses,upstream/content/sets-functions-relations/functions/inverses.tex,121,125,4979,5193,translation/content/sets-functions-relations/functions/inverses.tex,129,133,7255,7564,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0024-B019,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0024,OLP-0024-B019,sets-functions-relations,functions,inverses,upstream/content/sets-functions-relations/functions/inverses.tex,127,131,5194,5421,translation/content/sets-functions-relations/functions/inverses.tex,135,139,7565,7829,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0024-B021,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0024,OLP-0024-B021,sets-functions-relations,functions,inverses,upstream/content/sets-functions-relations/functions/inverses.tex,137,142,5459,5713,translation/content/sets-functions-relations/functions/inverses.tex,145,150,7866,8209,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0024-B022,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0024,OLP-0024-B022,sets-functions-relations,functions,inverses,upstream/content/sets-functions-relations/functions/inverses.tex,144,152,5714,6181,translation/content/sets-functions-relations/functions/inverses.tex,152,161,8210,8845,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0025-B005,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0025,OLP-0025-B005,sets-functions-relations,functions,composition,upstream/content/sets-functions-relations/functions/composition.tex,12,21,222,813,translation/content/sets-functions-relations/functions/composition.tex,12,21,228,1135,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0025-B009,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0025,OLP-0025-B009,sets-functions-relations,functions,composition,upstream/content/sets-functions-relations/functions/composition.tex,52,55,2046,2200,translation/content/sets-functions-relations/functions/composition.tex,53,57,2782,2965,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0025-B010,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0025,OLP-0025-B010,sets-functions-relations,functions,composition,upstream/content/sets-functions-relations/functions/composition.tex,57,60,2201,2357,translation/content/sets-functions-relations/functions/composition.tex,59,63,2966,3151,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0026-B010,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0026,OLP-0026-B010,sets-functions-relations,functions,partial-functions,upstream/content/sets-functions-relations/functions/partial-functions.tex,42,48,1323,1662,translation/content/sets-functions-relations/functions/partial-functions.tex,42,49,1880,2318,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0027-B005,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0027,OLP-0027-B005,sets-functions-relations,size-of-sets-complete,,upstream/content/sets-functions-relations/size-of-sets/size-of-sets-complete.tex,10,15,188,499,translation/content/sets-functions-relations/size-of-sets/size-of-sets-complete.tex,10,16,196,796,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0027-B016,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0027,OLP-0027-B016,sets-functions-relations,size-of-sets-complete,,upstream/content/sets-functions-relations/size-of-sets/size-of-sets-complete.tex,37,47,755,1323,translation/content/sets-functions-relations/size-of-sets/size-of-sets-complete.tex,38,49,1052,2147,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B006,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B006,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,13,19,248,610,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,13,20,269,1003,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B013,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B013,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,87,90,3721,3876,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,88,91,5915,6132,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B014,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B014,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,92,102,3877,4520,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,93,102,6133,7075,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B015,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B015,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,104,111,4521,5002,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,104,111,7076,7760,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B018,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B018,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,124,134,5338,5689,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,125,135,8261,8791,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B021,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B021,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,164,170,6695,7058,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,166,173,10270,10788,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B022,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B022,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,172,177,7061,7365,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,175,181,10789,11245,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B024,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B024,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,186,192,7612,8025,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,190,195,11662,12285,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B025,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B025,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,194,197,8026,8179,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,197,200,12286,12482,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B026,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B026,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,199,204,8180,8456,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,202,208,12483,12872,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B028,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B028,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,208,211,8494,8641,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,212,215,12934,13152,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B029,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B029,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,213,225,8642,9505,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,217,229,13153,14462,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B030,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B030,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,227,231,9506,9748,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,231,235,14463,14768,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B032,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B032,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,244,250,10390,10767,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,250,256,15748,16281,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B033,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B033,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,252,256,10768,10977,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,258,262,16282,16573,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B034,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B034,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,258,266,10978,11453,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,264,273,16574,17248,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0029-B035,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0029,OLP-0029-B035,sets-functions-relations,size-of-sets,enumerations,upstream/content/sets-functions-relations/size-of-sets/enumerability.tex,268,277,11454,11990,translation/content/sets-functions-relations/size-of-sets/enumerability.tex,275,285,17249,18086,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0031-B008,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0031,OLP-0031-B008,sets-functions-relations,size-of-sets,pairing,upstream/content/sets-functions-relations/size-of-sets/pairing.tex,51,56,1906,2168,translation/content/sets-functions-relations/size-of-sets/pairing.tex,51,56,2809,3140,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0032-B009,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0032,OLP-0032-B009,sets-functions-relations,size-of-sets,pairing-alt,upstream/content/sets-functions-relations/size-of-sets/pairing-alt.tex,102,104,4257,4438,translation/content/sets-functions-relations/size-of-sets/pairing-alt.tex,103,105,5983,6318,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0032-B010,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0032,OLP-0032-B010,sets-functions-relations,size-of-sets,pairing-alt,upstream/content/sets-functions-relations/size-of-sets/pairing-alt.tex,106,112,4439,4577,translation/content/sets-functions-relations/size-of-sets/pairing-alt.tex,107,113,6319,6501,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0033-B008,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0033,OLP-0033-B008,sets-functions-relations,size-of-sets,non-enumerability,upstream/content/sets-functions-relations/size-of-sets/non-enumerability.tex,25,31,786,1216,translation/content/sets-functions-relations/size-of-sets/non-enumerability.tex,25,31,1054,1718,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0033-B009,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0033,OLP-0033-B009,sets-functions-relations,size-of-sets,non-enumerability,upstream/content/sets-functions-relations/size-of-sets/non-enumerability.tex,33,41,1217,1831,translation/content/sets-functions-relations/size-of-sets/non-enumerability.tex,33,42,1719,2801,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0034-B008,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0034,OLP-0034-B008,sets-functions-relations,sets,reduction,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,33,39,1231,1675,translation/content/sets-functions-relations/size-of-sets/reduction.tex,33,40,1782,2544,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0034-B009,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0034,OLP-0034-B009,sets-functions-relations,sets,reduction,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,41,45,1676,1899,translation/content/sets-functions-relations/size-of-sets/reduction.tex,42,47,2545,2924,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0034-B012,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0034,OLP-0034-B012,sets-functions-relations,sets,reduction,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,60,69,2613,3025,translation/content/sets-functions-relations/size-of-sets/reduction.tex,64,71,4061,4632,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0034-B013,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0034,OLP-0034-B013,sets-functions-relations,sets,reduction,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,71,77,3026,3281,translation/content/sets-functions-relations/size-of-sets/reduction.tex,73,80,4633,5013,,pending,,,,,
pnb-Arab-PK:PNB-T024:OLP-0034-B015,pnb-Arab-PK:PNB-T024,terminology,surjective/surjection; injective/injection; bijective/bijection; one-to-one correspondence,ہر ہدف قدر لینے والا/سرجیکٹو؛ اک بہ اک/انجیکٹو؛ اک بہ اک تے ہر ہدف قدر لینے والا/بائجیکٹو؛ اک بہ اک مطابقت,medium,true,high,"Do the descriptive phrases for surjective, injective and bijective preserve existence, uniqueness and their conjunction while the retained lexical tokens remain reversible?",OLP-0034,OLP-0034-B015,sets-functions-relations,sets,reduction,upstream/content/sets-functions-relations/size-of-sets/reduction.tex,85,101,3499,4338,translation/content/sets-functions-relations/size-of-sets/reduction.tex,88,106,5277,6724,,pending,,,,,
